,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_pounds,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
323,265,Wurmple,3,Normal,BUG,,0.3,7.936631999999999,45,45,35,20,30,20,255.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
324,266,Silcoon,3,Normal,BUG,,0.6,22.0462,50,35,55,25,25,15,120.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
325,267,Beautifly,3,Normal,BUG,Flying,1.0,62.61120799999999,60,70,50,100,50,65,45.0,50.0%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
326,268,Cascoon,3,Normal,BUG,,0.7,25.35313,50,35,55,25,25,15,120.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
327,269,Dustox,3,Normal,BUG,Poison,1.2,69.665992,60,50,70,50,90,65,45.0,50.0%,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
328,270,Lotad,3,Normal,WATER,Grass,0.5,5.732012,40,30,30,40,50,30,255.0,50.0%,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
329,271,Lombre,3,Normal,WATER,Grass,1.2,71.65015,60,50,50,60,70,50,120.0,50.0%,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
330,272,Ludicolo,3,Normal,WATER,Grass,1.5,121.2541,80,70,70,90,100,70,45.0,50.0%,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
331,273,Seedot,3,Normal,GRASS,,0.5,8.81848,40,40,50,30,30,30,255.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,274,Nuzleaf,3,Normal,GRASS,Dark,1.0,61.72935999999999,70,70,40,60,40,60,120.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,275,Shiftry,3,Normal,GRASS,Dark,1.3,131.395352,90,100,60,90,60,80,45.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
334,276,Taillow,3,Normal,NORMAL,Flying,0.3,5.070625999999999,40,55,30,30,30,85,200.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
335,277,Swellow,3,Normal,NORMAL,Flying,0.7,43.651476,60,85,60,75,50,125,45.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
336,278,Wingull,3,Normal,WATER,Flying,0.6,20.94389,40,30,30,55,30,85,190.0,50.0%,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
337,279,Pelipper,3,Normal,WATER,Flying,1.2,61.72935999999999,60,50,100,95,70,65,45.0,50.0%,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
338,280,Ralts,3,Normal,PSYCHIC,Fairy,0.4,14.550491999999998,28,25,25,45,35,40,235.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
339,281,Kirlia,3,Normal,PSYCHIC,Fairy,0.8,44.53332399999999,38,35,35,65,55,50,120.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
340,282,Gardevoir,3,Normal,PSYCHIC,Fairy,1.6,106.703608,68,65,65,125,115,80,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
341,282,GardevoirMega Gardevoir,3,Normal,PSYCHIC,Fairy,1.6,106.703608,68,85,65,165,135,100,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
342,283,Surskit,3,Normal,BUG,Water,0.5,3.747854,40,30,32,50,52,65,200.0,50.0%,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
343,284,Masquerain,3,Normal,BUG,Flying,0.8,7.936631999999999,70,60,62,100,82,80,75.0,50.0%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
344,285,Shroomish,3,Normal,GRASS,,0.4,9.920789999999998,60,40,60,40,60,35,255.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
345,286,Breloom,3,Normal,GRASS,Fighting,1.2,86.421104,60,130,80,60,60,70,90.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
346,287,Slakoth,3,Normal,NORMAL,,0.8,52.91087999999999,60,60,60,35,35,30,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,288,Vigoroth,3,Normal,NORMAL,,1.4,102.51483,80,80,80,55,55,90,120.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,289,Slaking,3,Normal,NORMAL,,2.0,287.70291,150,160,100,95,65,100,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,290,Nincada,3,Normal,BUG,Ground,0.5,12.12541,31,45,90,30,30,40,255.0,50.0%,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350,291,Ninjask,3,Normal,BUG,Flying,0.8,26.45544,61,90,45,50,50,160,120.0,50.0%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
351,292,Shedinja,3,Normal,BUG,Ghost,0.8,2.645544,1,90,45,30,30,40,45.0,0.0%,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
352,293,Whismur,3,Normal,NORMAL,,0.6,35.935306,64,51,23,51,23,28,190.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
353,294,Loudred,3,Normal,NORMAL,,1.0,89.28711,84,71,43,71,43,48,120.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,295,Exploud,3,Normal,NORMAL,,1.5,185.18808,104,91,63,91,73,68,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,296,Makuhita,3,Normal,FIGHTING,,1.0,190.479168,72,60,30,20,30,25,180.0,75.0%,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
356,297,Hariyama,3,Normal,FIGHTING,,2.3,559.532556,144,120,60,40,60,50,200.0,75.0%,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
357,298,Azurill,3,Normal,NORMAL,Fairy,0.2,4.40924,50,20,40,20,40,20,150.0,25.0%,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
358,299,Nosepass,3,Normal,ROCK,,1.0,213.84814,30,45,135,45,90,30,255.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
359,300,Skitty,3,Normal,NORMAL,,0.6,24.25082,50,45,45,35,35,50,255.0,25.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
360,301,Delcatty,3,Normal,NORMAL,,1.1,71.870612,70,65,65,55,55,90,60.0,25.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
361,302,Sableye,3,Normal,DARK,Ghost,0.5,24.25082,50,75,75,65,65,50,45.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
362,302,SableyeMega Sableye,3,Normal,DARK,Ghost,0.5,354.94382,50,85,125,85,115,20,45.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
363,303,Mawile,3,Normal,STEEL,Fairy,0.6,25.35313,50,85,85,55,55,50,45.0,50.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
364,303,MawileMega Mawile,3,Normal,STEEL,Fairy,1.0,51.80857,50,105,125,55,95,50,45.0,50.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
365,304,Aron,3,Normal,STEEL,Rock,0.4,132.2772,50,70,100,40,40,30,180.0,50.0%,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
366,305,Lairon,3,Normal,STEEL,Rock,0.9,264.5544,60,90,140,50,50,40,90.0,50.0%,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
367,306,Aggron,3,Normal,STEEL,Rock,2.1,793.6632,70,110,180,60,60,50,45.0,50.0%,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
368,306,AggronMega Aggron,3,Normal,STEEL,,2.2,870.8249,70,140,230,60,80,50,45.0,50.0%,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
369,307,Meditite,3,Normal,FIGHTING,Psychic,0.6,24.691744,30,40,55,40,55,60,180.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
370,308,Medicham,3,Normal,FIGHTING,Psychic,1.3,69.44552999999999,60,60,75,60,75,80,90.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
371,308,MedichamMega Medicham,3,Normal,FIGHTING,Psychic,1.3,69.44552999999999,60,100,85,80,85,100,90.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
372,309,Electrike,3,Normal,ELECTRIC,,0.6,33.510223999999994,40,45,40,65,40,65,120.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
373,310,Manectric,3,Normal,ELECTRIC,,1.5,88.625724,70,75,60,105,60,105,45.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
374,310,ManectricMega Manectric,3,Normal,ELECTRIC,,1.8,97.00328,70,75,80,135,80,135,45.0,50.0%,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
375,311,Plusle,3,Normal,ELECTRIC,,0.4,9.259404,60,50,40,85,75,95,200.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
376,312,Minun,3,Normal,ELECTRIC,,0.4,9.259404,60,40,50,75,85,95,200.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
377,313,Volbeat,3,Normal,BUG,,0.7,39.02177399999999,65,73,75,47,85,85,150.0,100.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
378,314,Illumise,3,Normal,BUG,,0.6,39.02177399999999,65,47,75,73,85,85,150.0,0.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
379,315,Roselia,3,Normal,GRASS,Poison,0.3,4.40924,50,60,45,100,80,65,150.0,50.0%,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
380,316,Gulpin,3,Normal,POISON,,0.4,22.707586,70,43,53,43,53,40,225.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
381,317,Swalot,3,Normal,POISON,,1.7,176.3696,100,73,83,73,83,55,75.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
382,318,Carvanha,3,Normal,WATER,Dark,0.8,45.856096,45,90,20,65,20,65,225.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
383,319,Sharpedo,3,Normal,WATER,Dark,1.8,195.770256,70,120,40,95,40,95,60.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
384,319,SharpedoMega Sharpedo,3,Normal,WATER,Dark,2.5,287.261986,70,140,70,110,65,105,60.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
385,320,Wailmer,3,Normal,WATER,,2.0,286.6006,130,70,35,70,35,60,125.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
386,321,Wailord,3,Normal,WATER,,14.5,877.4387599999999,170,90,45,90,45,60,60.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
387,322,Numel,3,Normal,FIRE,Ground,0.7,52.91087999999999,60,60,40,65,45,35,255.0,50.0%,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
388,323,Camerupt,3,Normal,FIRE,Ground,1.9,485.0164,70,100,70,105,75,40,150.0,50.0%,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
389,323,CameruptMega Camerupt,3,Normal,FIRE,Ground,2.5,706.58071,70,120,100,145,105,20,150.0,50.0%,1.0,0.5,3.0,0.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
390,324,Torkoal,3,Normal,FIRE,,0.5,177.251448,70,85,140,85,70,20,90.0,50.0%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,325,Spoink,3,Normal,PSYCHIC,,0.7,67.461372,60,25,35,70,80,60,255.0,50.0%,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
392,326,Grumpig,3,Normal,PSYCHIC,,0.9,157.63033,80,45,65,90,110,80,60.0,50.0%,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
393,327,Spinda,3,Normal,NORMAL,,1.1,11.0231,60,60,60,60,60,60,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
394,328,Trapinch,3,Normal,GROUND,,0.7,33.0693,45,100,45,45,45,10,255.0,50.0%,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
395,329,Vibrava,3,Normal,GROUND,Dragon,1.1,33.730686,50,70,50,50,50,70,120.0,50.0%,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
396,330,Flygon,3,Normal,GROUND,Dragon,2.0,180.77884,80,100,80,80,80,100,45.0,50.0%,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
397,331,Cacnea,3,Normal,GRASS,,0.4,113.09700599999998,50,85,40,85,40,35,190.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
398,332,Cacturne,3,Normal,GRASS,Dark,1.3,170.637588,70,115,60,115,60,55,60.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
399,333,Swablu,3,Normal,NORMAL,Flying,0.4,2.645544,45,40,60,40,75,50,255.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
400,334,Altaria,3,Normal,DRAGON,Flying,1.1,45.415172,75,70,90,70,105,80,45.0,50.0%,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
401,334,AltariaMega Altaria,3,Normal,DRAGON,Fairy,1.5,45.415172,75,110,110,110,105,80,45.0,50.0%,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0
402,335,Zangoose,3,Normal,NORMAL,,1.3,88.84618599999999,73,115,60,60,60,90,90.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
403,336,Seviper,3,Normal,POISON,,2.7,115.74255,73,100,60,100,60,65,90.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
404,337,Lunatone,3,Normal,ROCK,Psychic,1.0,370.37616,90,55,65,95,85,70,45.0,0.0%,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
405,338,Solrock,3,Normal,ROCK,Psychic,1.2,339.51147999999995,90,95,85,55,65,70,45.0,0.0%,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
406,339,Barboach,3,Normal,WATER,Ground,0.4,4.188777999999999,50,48,43,46,41,60,190.0,50.0%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
407,340,Whiscash,3,Normal,WATER,Ground,0.9,52.029032,110,78,73,76,71,60,75.0,50.0%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
408,341,Corphish,3,Normal,WATER,,0.6,25.35313,43,80,65,50,35,35,205.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
409,342,Crawdaunt,3,Normal,WATER,Dark,1.1,72.31153599999999,63,120,85,90,55,55,155.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
410,343,Baltoy,3,Normal,GROUND,Psychic,0.5,47.39933,40,40,55,40,70,55,255.0,0.0%,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
411,344,Claydol,3,Normal,GROUND,Psychic,1.5,238.09896,60,70,105,70,120,75,90.0,0.0%,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
412,345,Lileep,3,Normal,ROCK,Grass,1.0,52.469956,66,41,77,61,87,23,45.0,87.5%,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
413,346,Cradily,3,Normal,ROCK,Grass,1.5,133.15904799999998,86,81,97,81,107,43,45.0,87.5%,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
414,347,Anorith,3,Normal,ROCK,Bug,0.7,27.55775,45,95,50,40,50,75,45.0,87.5%,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
415,348,Armaldo,3,Normal,ROCK,Bug,1.5,150.355084,75,125,100,70,80,45,45.0,87.5%,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
416,349,Feebas,3,Normal,WATER,,0.6,16.314187999999998,20,15,20,10,55,80,255.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
417,350,Milotic,3,Normal,WATER,,6.2,357.14844,95,60,79,100,125,81,60.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,351,Castform,3,Normal,NORMAL,,0.3,1.763696,70,70,70,70,70,70,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
419,351,Castform Sunny Form,3,Normal,FIRE,,0.3,1.763696,70,70,70,70,70,70,45.0,50.0%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
420,351,Castform Rainy Form,3,Normal,WATER,,0.3,1.763696,70,70,70,70,70,70,45.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
421,351,Castform Snowy Form,3,Normal,ICE,,0.3,1.763696,70,70,70,70,70,70,45.0,50.0%,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
422,352,Kecleon,3,Normal,NORMAL,,1.0,48.50164,60,90,70,60,120,40,200.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
423,353,Shuppet,3,Normal,GHOST,,0.6,5.070625999999999,44,75,35,63,33,45,225.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
424,354,Banette,3,Normal,GHOST,,1.1,27.55775,64,115,65,83,63,65,45.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
425,354,BanetteMega Banette,3,Normal,GHOST,,1.2,28.66006,64,165,75,93,83,75,45.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
426,355,Duskull,3,Normal,GHOST,,0.8,33.0693,20,40,90,30,90,25,190.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
427,356,Dusclops,3,Normal,GHOST,,1.6,67.461372,40,70,130,60,130,25,90.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
428,357,Tropius,3,Normal,GRASS,Flying,2.0,220.462,99,68,83,72,87,51,200.0,50.0%,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
429,358,Chimecho,3,Normal,PSYCHIC,,0.6,2.20462,75,50,80,95,90,65,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
430,359,Absol,3,Normal,DARK,,1.2,103.61714,65,130,60,75,60,75,30.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
431,359,AbsolMega Absol,3,Normal,DARK,,1.2,108.02638,65,150,60,115,60,115,30.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
